Modified;File
M;arch/arm/mach-imx/mach-mx25_3ds.c
M;arch/arm/mach-imx/mach-mx27_3ds.c
M;arch/arm/mach-imx/mach-mx27ads.c
M;arch/arm/mach-imx/mach-mx31_3ds.c
M;arch/arm/mach-imx/mach-mx31ads.c
M;arch/arm/mach-imx/mach-mx31lilly.c
M;arch/arm/mach-imx/mach-mx31lite.c
M;arch/arm/mach-imx/mach-mx31moboard.c
M;arch/arm/mach-imx/mach-mx35_3ds.c
D;arch/arm/mach-imx/mach-mx51_babbage.c
D;arch/arm/mach-imx/mach-mxt_td60.c
M;arch/arm/mach-imx/mach-pca100.c
M;arch/arm/mach-imx/mach-pcm037.c
D;arch/arm/mach-imx/mach-pcm038.c
M;arch/arm/mach-imx/mach-pcm043.c
M;arch/arm/mach-imx/mach-qong.c
M;arch/arm/mach-imx/mach-scb9328.c
M;arch/arm/mach-imx/mach-vf610.c
M;arch/arm/mach-imx/mach-vpr200.c
D;arch/arm/mach-imx/mm-imx5.c
D;arch/arm/mach-imx/mx1-camera-fiq-ksym.c
M;arch/arm/mach-imx/mx31lilly-db.c
M;arch/arm/mach-imx/mx31moboard-devboard.c
M;arch/arm/mach-imx/mx31moboard-marxbot.c
M;arch/arm/mach-imx/mx31moboard-smartbot.c
D;arch/arm/mach-imx/mx51.h
D;arch/arm/mach-imx/mx53.h
M;arch/arm/mach-imx/mxc.h
D;arch/arm/mach-imx/pcm970-baseboard.c
M;arch/arm/mach-imx/platsmp.c
M;arch/arm/mach-imx/pm-imx5.c
A;arch/arm/mach-imx/pm-imx6.c
D;arch/arm/mach-imx/pm-imx6q.c
M;arch/arm/mach-imx/src.c
M;arch/arm/mach-imx/system.c
M;arch/arm/mach-imx/time.c
M;arch/arm/mach-imx/tzic.c
D;arch/arm/mach-integrator/include/mach/cm.h
A;arch/arm/mach-integrator/cm.h
M;arch/arm/mach-integrator/core.c
A;arch/arm/mach-integrator/hardware.h
M;arch/arm/mach-integrator/impd1.c
D;arch/arm/mach-integrator/include/mach/impd1.h
A;arch/arm/mach-integrator/impd1.h
D;arch/arm/mach-integrator/include/mach/hardware.h
D;arch/arm/mach-integrator/include/mach/irqs.h
D;arch/arm/mach-integrator/include/mach/memory.h
D;arch/arm/mach-integrator/include/mach/platform.h
D;arch/arm/mach-integrator/include/mach/timex.h
M;arch/arm/mach-integrator/integrator_ap.c
M;arch/arm/mach-integrator/integrator_cp.c
M;arch/arm/mach-integrator/leds.c
M;arch/arm/mach-integrator/lm.c
D;arch/arm/mach-integrator/include/mach/lm.h
A;arch/arm/mach-integrator/lm.h
M;arch/arm/mach-integrator/pci_v3.c
M;arch/arm/mach-iop13xx/include/mach/adma.h
M;arch/arm/mach-iop13xx/include/mach/iop13xx.h
M;arch/arm/mach-iop13xx/include/mach/irqs.h
M;arch/arm/mach-iop13xx/include/mach/memory.h
M;arch/arm/mach-iop13xx/include/mach/time.h
D;arch/arm/mach-iop13xx/include/mach/timex.h
M;arch/arm/mach-iop13xx/iq81340mc.c
M;arch/arm/mach-iop13xx/iq81340sc.c
M;arch/arm/mach-iop13xx/msi.c
M;arch/arm/mach-iop13xx/setup.c
M;arch/arm/mach-iop13xx/tpmi.c
M;arch/arm/mach-iop32x/em7210.c
M;arch/arm/mach-iop32x/glantank.c
A;arch/arm/mach-iop32x/gpio-iop32x.h
D;arch/arm/mach-iop32x/include/mach/gpio.h
M;arch/arm/mach-iop32x/include/mach/iop32x.h
D;arch/arm/mach-iop32x/include/mach/timex.h
M;arch/arm/mach-iop32x/iq31244.c
M;arch/arm/mach-iop32x/iq80321.c
M;arch/arm/mach-iop32x/n2100.c
D;arch/arm/mach-iop33x/include/mach/gpio.h
M;arch/arm/mach-iop33x/include/mach/iop33x.h
D;arch/arm/mach-iop33x/include/mach/timex.h
M;arch/arm/mach-iop33x/iq80331.c
M;arch/arm/mach-iop33x/iq80332.c
M;arch/arm/mach-ixp4xx/common-pci.c
M;arch/arm/mach-ixp4xx/common.c
M;arch/arm/mach-ixp4xx/dsmg600-setup.c
M;arch/arm/mach-ixp4xx/fsg-setup.c
M;arch/arm/mach-ixp4xx/goramo_mlr.c
M;arch/arm/mach-ixp4xx/include/mach/io.h
M;arch/arm/mach-ixp4xx/include/mach/platform.h
D;arch/arm/mach-ixp4xx/include/mach/timex.h
M;arch/arm/mach-ixp4xx/ixdp425-setup.c
M;arch/arm/mach-ixp4xx/nas100d-setup.c
M;arch/arm/mach-ixp4xx/nslu2-setup.c
M;arch/arm/mach-ixp4xx/omixp-setup.c
M;arch/arm/mach-keystone/keystone.c
M;arch/arm/mach-keystone/keystone.h
A;arch/arm/mach-keystone/memory.h
M;arch/arm/mach-keystone/platsmp.c
A;arch/arm/mach-keystone/pm_domain.c
D;arch/arm/mach-kirkwood/board-dt.c
D;arch/arm/mach-kirkwood/board-mv88f6281gtw_ge.c
D;arch/arm/mach-kirkwood/common.c
D;arch/arm/mach-kirkwood/common.h
D;arch/arm/mach-kirkwood/d2net_v2-setup.c
D;arch/arm/mach-kirkwood/include/mach/bridge-regs.h
D;arch/arm/mach-kirkwood/include/mach/hardware.h
D;arch/arm/mach-kirkwood/include/mach/irqs.h
D;arch/arm/mach-kirkwood/include/mach/kirkwood.h
D;arch/arm/mach-kirkwood/include/mach/timex.h
D;arch/arm/mach-kirkwood/include/mach/uncompress.h
D;arch/arm/mach-kirkwood/irq.c
D;arch/arm/mach-kirkwood/lacie_v2-common.c
D;arch/arm/mach-kirkwood/lacie_v2-common.h
D;arch/arm/mach-kirkwood/mpp.c
D;arch/arm/mach-kirkwood/mpp.h
D;arch/arm/mach-kirkwood/netxbig_v2-setup.c
D;arch/arm/mach-kirkwood/openrd-setup.c
D;arch/arm/mach-kirkwood/pcie.c
D;arch/arm/mach-kirkwood/rd88f6192-nas-setup.c
D;arch/arm/mach-kirkwood/rd88f6281-setup.c
D;arch/arm/mach-kirkwood/t5325-setup.c
D;arch/arm/mach-kirkwood/ts219-setup.c
D;arch/arm/mach-kirkwood/ts41x-setup.c
D;arch/arm/mach-kirkwood/tsx1x-common.c
D;arch/arm/mach-kirkwood/tsx1x-common.h
M;arch/arm/mach-ks8695/board-og.c
D;arch/arm/mach-ks8695/include/mach/gpio.h
M;arch/arm/mach-ks8695/include/mach/memory.h
D;arch/arm/mach-ks8695/include/mach/timex.h
M;arch/arm/mach-ks8695/time.c
M;arch/arm/mach-lpc32xx/common.c
D;arch/arm/mach-lpc32xx/include/mach/gpio.h
D;arch/arm/mach-lpc32xx/include/mach/timex.h
M;arch/arm/mach-lpc32xx/phy3250.c
M;arch/arm/mach-lpc32xx/timer.c
A;arch/arm/mach-mediatek/mediatek.c
A;arch/arm/mach-meson/meson.c
M;arch/arm/mach-mmp/aspenite.c
M;arch/arm/mach-mmp/devices.c
D;arch/arm/mach-mmp/include/mach/gpio.h
M;arch/arm/mach-mmp/include/mach/mfp-pxa910.h
D;arch/arm/mach-mmp/include/mach/timex.h
M;arch/arm/mach-mmp/pm-mmp2.c
M;arch/arm/mach-mmp/pm-pxa910.c
M;arch/arm/mach-mmp/time.c
M;arch/arm/mach-mmp/ttc_dkb.c
A;arch/arm/mach-moxart/moxart.c
D;arch/arm/mach-msm/board-dt-8660.c
D;arch/arm/mach-msm/board-dt-8960.c
M;arch/arm/mach-msm/board-halibut.c
D;arch/arm/mach-msm/board-mahimahi.c
M;arch/arm/mach-msm/board-msm7x30.c
M;arch/arm/mach-msm/board-qsd8x50.c
M;arch/arm/mach-msm/board-sapphire.c
M;arch/arm/mach-msm/board-trout-gpio.c
M;arch/arm/mach-msm/board-trout.c
M;arch/arm/mach-msm/board-trout.h
M;arch/arm/mach-msm/common.h
M;arch/arm/mach-msm/dma.c
D;arch/arm/mach-msm/hotplug.c
D;arch/arm/mach-msm/include/mach/irqs-8960.h
D;arch/arm/mach-msm/include/mach/irqs-8x60.h
M;arch/arm/mach-msm/include/mach/irqs.h
D;arch/arm/mach-msm/include/mach/timex.h
M;arch/arm/mach-msm/io.c
D;arch/arm/mach-msm/platsmp.c
D;arch/arm/mach-msm/timer.c
M;arch/arm/mach-mv78xx0/common.c
M;arch/arm/mach-mv78xx0/include/mach/bridge-regs.h
D;arch/arm/mach-mv78xx0/include/mach/gpio.h
D;arch/arm/mach-mv78xx0/include/mach/timex.h
D;arch/arm/mach-mvebu/armada-370-xp.c
M;arch/arm/mach-mvebu/armada-370-xp.h
A;arch/arm/mach-mvebu/board-v7.c
A;arch/arm/mach-mvebu/board.h
M;arch/arm/mach-mvebu/coherency.c
M;arch/arm/mach-mvebu/coherency.h
M;arch/arm/mach-mvebu/common.h
A;arch/arm/mach-mvebu/cpu-reset.c
A;arch/arm/mach-mvebu/dove.c
D;arch/arm/mach-mvebu/hotplug.c
A;arch/arm/mach-mvebu/kirkwood-pm.c
A;arch/arm/mach-mvebu/kirkwood-pm.h
A;arch/arm/mach-mvebu/kirkwood.c
A;arch/arm/mach-mvebu/kirkwood.h
A;arch/arm/mach-mvebu/mvebu-soc-id.c
A;arch/arm/mach-mvebu/mvebu-soc-id.h
A;arch/arm/mach-mvebu/netxbig.c
A;arch/arm/mach-mvebu/platsmp-a9.c
M;arch/arm/mach-mvebu/platsmp.c
M;arch/arm/mach-mvebu/pmsu.c
M;arch/arm/mach-mvebu/pmsu.h
M;arch/arm/mach-mvebu/system-controller.c
M;arch/arm/mach-mxs/mach-mxs.c
D;arch/arm/mach-netx/include/mach/timex.h
M;arch/arm/mach-netx/time.c
M;arch/arm/mach-nomadik/cpu-8815.c
M;arch/arm/mach-nspire/nspire.c
M;arch/arm/mach-omap1/ams-delta-fiq.c
M;arch/arm/mach-omap1/board-h2.c
M;arch/arm/mach-omap1/board-h3.c
M;arch/arm/mach-omap1/board-innovator.c
M;arch/arm/mach-omap1/board-nokia770.c
M;arch/arm/mach-omap1/board-osk.c
M;arch/arm/mach-omap1/board-sx1.c
M;arch/arm/mach-omap1/common.h
M;arch/arm/mach-omap1/dma.c
M;arch/arm/mach-omap1/fpga.c
M;arch/arm/mach-omap1/gpio15xx.c
M;arch/arm/mach-omap1/gpio16xx.c
M;arch/arm/mach-omap1/gpio7xx.c
M;arch/arm/mach-omap1/include/mach/memory.h
D;arch/arm/mach-omap1/include/mach/timex.h
M;arch/arm/mach-omap1/include/mach/usb.h
M;arch/arm/mach-omap1/ocpi.c
M;arch/arm/mach-omap1/pm.c
M;arch/arm/mach-omap1/time.c
M;arch/arm/mach-omap1/timer32k.c
M;arch/arm/mach-omap2/am35xx-emac.c
D;arch/arm/mach-omap2/board-2430sdp.c
M;arch/arm/mach-omap2/board-3430sdp.c
D;arch/arm/mach-omap2/board-3630sdp.c
M;arch/arm/mach-omap2/board-am3517crane.c
M;arch/arm/mach-omap2/board-am3517evm.c
M;arch/arm/mach-omap2/board-cm-t35.c
M;arch/arm/mach-omap2/board-cm-t3517.c
M;arch/arm/mach-omap2/board-devkit8000.c
M;arch/arm/mach-omap2/board-flash.c
M;arch/arm/mach-omap2/board-generic.c
D;arch/arm/mach-omap2/board-h4.c
D;arch/arm/mach-omap2/board-igep0020.c
M;arch/arm/mach-omap2/board-ldp.c
M;arch/arm/mach-omap2/board-n8x0.c
M;arch/arm/mach-omap2/board-omap3beagle.c
D;arch/arm/mach-omap2/board-omap3evm.c
M;arch/arm/mach-omap2/board-omap3logic.c
M;arch/arm/mach-omap2/board-omap3pandora.c
M;arch/arm/mach-omap2/board-omap3stalker.c
M;arch/arm/mach-omap2/board-omap3touchbook.c
M;arch/arm/mach-omap2/board-overo.c
D;arch/arm/mach-omap2/board-rm680.c
M;arch/arm/mach-omap2/board-rx51-peripherals.c
M;arch/arm/mach-omap2/board-rx51-video.c
M;arch/arm/mach-omap2/board-rx51.c
D;arch/arm/mach-omap2/board-zoom-debugboard.c
D;arch/arm/mach-omap2/board-zoom-display.c
D;arch/arm/mach-omap2/board-zoom-peripherals.c
D;arch/arm/mach-omap2/board-zoom.c
D;arch/arm/mach-omap2/board-zoom.h
D;arch/arm/mach-omap2/cclock2420_data.c
D;arch/arm/mach-omap2/cclock2430_data.c
D;arch/arm/mach-omap2/cclock33xx_data.c
M;arch/arm/mach-omap2/cclock3xxx_data.c
D;arch/arm/mach-omap2/cclock44xx_data.c
M;arch/arm/mach-omap2/clkt2xxx_apll.c
M;arch/arm/mach-omap2/clkt2xxx_dpllcore.c
D;arch/arm/mach-omap2/clkt2xxx_osc.c
D;arch/arm/mach-omap2/clkt2xxx_sys.c
M;arch/arm/mach-omap2/clkt2xxx_virt_prcm_set.c
M;arch/arm/mach-omap2/clkt_clksel.c
M;arch/arm/mach-omap2/clkt_dpll.c
M;arch/arm/mach-omap2/clkt_iclk.c
M;arch/arm/mach-omap2/clock.c
M;arch/arm/mach-omap2/clock.h
M;arch/arm/mach-omap2/clock2xxx.h
M;arch/arm/mach-omap2/clock36xx.c
M;arch/arm/mach-omap2/clock3xxx.h
M;arch/arm/mach-omap2/clockdomain.h
M;arch/arm/mach-omap2/clockdomains3xxx_data.c
A;arch/arm/mach-omap2/clockdomains43xx_data.c
M;arch/arm/mach-omap2/cm-regbits-24xx.h
M;arch/arm/mach-omap2/cm-regbits-34xx.h
M;arch/arm/mach-omap2/cm2_7xx.h
M;arch/arm/mach-omap2/cm2xxx.c
M;arch/arm/mach-omap2/cm2xxx.h
M;arch/arm/mach-omap2/cm2xxx_3xxx.h
M;arch/arm/mach-omap2/cm33xx.c
M;arch/arm/mach-omap2/cm33xx.h
M;arch/arm/mach-omap2/cm3xxx.c
M;arch/arm/mach-omap2/cm3xxx.h
M;arch/arm/mach-omap2/cm44xx.c
M;arch/arm/mach-omap2/cm_common.c
M;arch/arm/mach-omap2/cminst44xx.c
M;arch/arm/mach-omap2/cminst44xx.h
M;arch/arm/mach-omap2/common-board-devices.h
M;arch/arm/mach-omap2/common.c
M;arch/arm/mach-omap2/common.h
M;arch/arm/mach-omap2/control.c
M;arch/arm/mach-omap2/control.h
M;arch/arm/mach-omap2/cpuidle44xx.c
D;arch/arm/mach-omap2/ctrl_module_core_44xx.h
D;arch/arm/mach-omap2/ctrl_module_pad_core_44xx.h
D;arch/arm/mach-omap2/ctrl_module_pad_wkup_44xx.h
M;arch/arm/mach-omap2/devices.c
M;arch/arm/mach-omap2/display.c
M;arch/arm/mach-omap2/display.h
M;arch/arm/mach-omap2/dma.c
M;arch/arm/mach-omap2/dpll3xxx.c
M;arch/arm/mach-omap2/dpll44xx.c
M;arch/arm/mach-omap2/drm.c
D;arch/arm/mach-omap2/dsp.c
M;arch/arm/mach-omap2/dss-common.c
M;arch/arm/mach-omap2/dss-common.h
M;arch/arm/mach-omap2/fb.c
M;arch/arm/mach-omap2/gpmc-nand.c
M;arch/arm/mach-omap2/gpmc-smsc911x.c
M;arch/arm/mach-omap2/gpmc.c
M;arch/arm/mach-omap2/hdq1w.c
M;arch/arm/mach-omap2/i2c.c
M;arch/arm/mach-omap2/id.c
D;arch/arm/mach-omap2/include/mach/timex.h
M;arch/arm/mach-omap2/io.c
D;arch/arm/mach-omap2/irq.c
M;arch/arm/mach-omap2/mcbsp.c
M;arch/arm/mach-omap2/msdi.c
M;arch/arm/mach-omap2/mux.c
M;arch/arm/mach-omap2/mux.h
D;arch/arm/mach-omap2/mux2420.c
D;arch/arm/mach-omap2/mux2420.h
D;arch/arm/mach-omap2/mux2430.c
D;arch/arm/mach-omap2/mux2430.h
M;arch/arm/mach-omap2/omap-hotplug.c
M;arch/arm/mach-omap2/omap-iommu.c
M;arch/arm/mach-omap2/omap-mpuss-lowpower.c
M;arch/arm/mach-omap2/omap-pm.h
M;arch/arm/mach-omap2/omap-secure.c
M;arch/arm/mach-omap2/omap-secure.h
M;arch/arm/mach-omap2/omap-smp.c
M;arch/arm/mach-omap2/omap-wakeupgen.c
M;arch/arm/mach-omap2/omap-wakeupgen.h
M;arch/arm/mach-omap2/omap4-common.c
D;arch/arm/mach-omap2/omap4-keypad.h
M;arch/arm/mach-omap2/omap_device.c
M;arch/arm/mach-omap2/omap_device.h
M;arch/arm/mach-omap2/omap_hwmod.c
M;arch/arm/mach-omap2/omap_hwmod.h
M;arch/arm/mach-omap2/omap_hwmod_2420_data.c
M;arch/arm/mach-omap2/omap_hwmod_2430_data.c
M;arch/arm/mach-omap2/omap_hwmod_2xxx_3xxx_interconnect_data.c
M;arch/arm/mach-omap2/omap_hwmod_2xxx_3xxx_ipblock_data.c
M;arch/arm/mach-omap2/omap_hwmod_2xxx_interconnect_data.c
M;arch/arm/mach-omap2/omap_hwmod_2xxx_ipblock_data.c
A;arch/arm/mach-omap2/omap_hwmod_33xx_43xx_common_data.h
A;arch/arm/mach-omap2/omap_hwmod_33xx_43xx_interconnect_data.c
A;arch/arm/mach-omap2/omap_hwmod_33xx_43xx_ipblock_data.c
M;arch/arm/mach-omap2/omap_hwmod_33xx_data.c
M;arch/arm/mach-omap2/omap_hwmod_3xxx_data.c
A;arch/arm/mach-omap2/omap_hwmod_43xx_data.c
M;arch/arm/mach-omap2/omap_hwmod_44xx_data.c
M;arch/arm/mach-omap2/omap_hwmod_54xx_data.c
M;arch/arm/mach-omap2/omap_hwmod_7xx_data.c
M;arch/arm/mach-omap2/omap_hwmod_common_data.h
A;arch/arm/mach-omap2/omap_hwmod_common_ipblock_data.c
M;arch/arm/mach-omap2/omap_phy_internal.c
M;arch/arm/mach-omap2/omap_twl.c
M;arch/arm/mach-omap2/opp.c
A;arch/arm/mach-omap2/pdata-quirks.c
M;arch/arm/mach-omap2/pm.c
M;arch/arm/mach-omap2/pm.h
M;arch/arm/mach-omap2/pm24xx.c
M;arch/arm/mach-omap2/pm34xx.c
M;arch/arm/mach-omap2/pm44xx.c
M;arch/arm/mach-omap2/powerdomain-common.c
M;arch/arm/mach-omap2/powerdomain.c
M;arch/arm/mach-omap2/powerdomain.h
A;arch/arm/mach-omap2/powerdomains43xx_data.c
M;arch/arm/mach-omap2/powerdomains54xx_data.c
M;arch/arm/mach-omap2/powerdomains7xx_data.c
M;arch/arm/mach-omap2/prcm-common.h
A;arch/arm/mach-omap2/prcm43xx.h
M;arch/arm/mach-omap2/prcm_mpu44xx.c
M;arch/arm/mach-omap2/prcm_mpu44xx.h
M;arch/arm/mach-omap2/prm-regbits-34xx.h
M;arch/arm/mach-omap2/prm.h
M;arch/arm/mach-omap2/prm2xxx.c
M;arch/arm/mach-omap2/prm2xxx.h
M;arch/arm/mach-omap2/prm2xxx_3xxx.c
M;arch/arm/mach-omap2/prm2xxx_3xxx.h
M;arch/arm/mach-omap2/prm33xx.c
M;arch/arm/mach-omap2/prm3xxx.c
M;arch/arm/mach-omap2/prm3xxx.h
M;arch/arm/mach-omap2/prm44xx.c
M;arch/arm/mach-omap2/prm44xx_54xx.h
M;arch/arm/mach-omap2/prm7xx.h
M;arch/arm/mach-omap2/prm_common.c
M;arch/arm/mach-omap2/prminst44xx.c
M;arch/arm/mach-omap2/prminst44xx.h
M;arch/arm/mach-omap2/sdrc.h
M;arch/arm/mach-omap2/sdrc2xxx.c
M;arch/arm/mach-omap2/smartreflex-class3.c
M;arch/arm/mach-omap2/soc.h
M;arch/arm/mach-omap2/sr_device.c
M;arch/arm/mach-omap2/sram.c
M;arch/arm/mach-omap2/sram.h
M;arch/arm/mach-omap2/timer.c
M;arch/arm/mach-omap2/twl-common.c
M;arch/arm/mach-omap2/usb-host.c
M;arch/arm/mach-omap2/usb-tusb6010.c
M;arch/arm/mach-omap2/usb.h
M;arch/arm/mach-omap2/vc.c
M;arch/arm/mach-omap2/vc.h
M;arch/arm/mach-omap2/voltage.c
M;arch/arm/mach-omap2/wd_timer.c
A;arch/arm/mach-orion5x/board-d2net.c
M;arch/arm/mach-orion5x/board-dt.c
A;arch/arm/mach-orion5x/board-mss2.c
A;arch/arm/mach-orion5x/board-rd88f5182.c
M;arch/arm/mach-orion5x/common.c
M;arch/arm/mach-orion5x/common.h
D;arch/arm/mach-orion5x/d2net-setup.c
M;arch/arm/mach-orion5x/db88f5281-setup.c
M;arch/arm/mach-orion5x/dns323-setup.c
D;arch/arm/mach-orion5x/edmini_v2-setup.c
M;arch/arm/mach-orion5x/include/mach/bridge-regs.h
D;arch/arm/mach-orion5x/include/mach/timex.h
M;arch/arm/mach-orion5x/irq.c
D;arch/arm/mach-orion5x/mss2-setup.c
M;arch/arm/mach-orion5x/pci.c
M;arch/arm/mach-orion5x/rd88f5182-setup.c
M;arch/arm/mach-orion5x/terastation_pro2-setup.c
M;arch/arm/mach-orion5x/ts209-setup.c
M;arch/arm/mach-orion5x/ts409-setup.c
M;arch/arm/mach-orion5x/ts78xx-setup.c
M;arch/arm/mach-prima2/common.c
M;arch/arm/mach-prima2/common.h
D;arch/arm/mach-prima2/l2x0.c
M;arch/arm/mach-prima2/platsmp.c
M;arch/arm/mach-prima2/pm.c
M;arch/arm/mach-prima2/rstc.c
M;arch/arm/mach-prima2/rtciobrg.c
M;arch/arm/mach-pxa/am200epd.c
M;arch/arm/mach-pxa/am300epd.c
M;arch/arm/mach-pxa/balloon3.c
M;arch/arm/mach-pxa/cm-x300.c
M;arch/arm/mach-pxa/colibri-evalboard.c
M;arch/arm/mach-pxa/colibri-pxa270-income.c
M;arch/arm/mach-pxa/corgi.c
M;arch/arm/mach-pxa/devices.c
M;arch/arm/mach-pxa/devices.h
M;arch/arm/mach-pxa/em-x270.c
M;arch/arm/mach-pxa/eseries.c
M;arch/arm/mach-pxa/ezx.c
M;arch/arm/mach-pxa/generic.c
M;arch/arm/mach-pxa/hx4700.c
M;arch/arm/mach-pxa/include/mach/addr-map.h
M;arch/arm/mach-pxa/include/mach/balloon3.h
M;arch/arm/mach-pxa/include/mach/corgi.h
M;arch/arm/mach-pxa/include/mach/csb726.h
D;arch/arm/mach-pxa/include/mach/gpio.h
M;arch/arm/mach-pxa/include/mach/gumstix.h
M;arch/arm/mach-pxa/include/mach/hardware.h
M;arch/arm/mach-pxa/include/mach/hx4700.h
M;arch/arm/mach-pxa/include/mach/idp.h
M;arch/arm/mach-pxa/include/mach/lubbock.h
M;arch/arm/mach-pxa/include/mach/palmld.h
M;arch/arm/mach-pxa/include/mach/palmt5.h
M;arch/arm/mach-pxa/include/mach/palmtc.h
M;arch/arm/mach-pxa/include/mach/palmtx.h
M;arch/arm/mach-pxa/include/mach/pcm027.h
M;arch/arm/mach-pxa/include/mach/pcm990_baseboard.h
M;arch/arm/mach-pxa/include/mach/poodle.h
M;arch/arm/mach-pxa/include/mach/pxa2xx-regs.h
M;arch/arm/mach-pxa/include/mach/spitz.h
D;arch/arm/mach-pxa/include/mach/timex.h
M;arch/arm/mach-pxa/include/mach/tosa.h
M;arch/arm/mach-pxa/include/mach/trizeps4.h
M;arch/arm/mach-pxa/irq.c
M;arch/arm/mach-pxa/lpd270.c
M;arch/arm/mach-pxa/magician.c
M;arch/arm/mach-pxa/mainstone.c
M;arch/arm/mach-pxa/mioa701.c
M;arch/arm/mach-pxa/palm27x.c
M;arch/arm/mach-pxa/palmtc.c
M;arch/arm/mach-pxa/palmte2.c
M;arch/arm/mach-pxa/pcm990-baseboard.c
M;arch/arm/mach-pxa/poodle.c
M;arch/arm/mach-pxa/pxa25x.c
M;arch/arm/mach-pxa/pxa27x.c
M;arch/arm/mach-pxa/pxa3xx.c
M;arch/arm/mach-pxa/raumfeld.c
M;arch/arm/mach-pxa/reset.c
M;arch/arm/mach-pxa/sharpsl_pm.c
M;arch/arm/mach-pxa/spitz.c
M;arch/arm/mach-pxa/stargate2.c
M;arch/arm/mach-pxa/tavorevb.c
D;arch/arm/mach-pxa/time.c
M;arch/arm/mach-pxa/tosa.c
M;arch/arm/mach-pxa/trizeps4.c
M;arch/arm/mach-pxa/viper.c
M;arch/arm/mach-pxa/z2.c
M;arch/arm/mach-pxa/zeus.c
M;arch/arm/mach-pxa/zylonite.c
A;arch/arm/mach-qcom/board.c
A;arch/arm/mach-qcom/platsmp.c
D;arch/arm/mach-msm/scm-boot.c
A;arch/arm/mach-qcom/scm-boot.c
D;arch/arm/mach-msm/scm-boot.h
A;arch/arm/mach-qcom/scm-boot.h
D;arch/arm/mach-msm/scm.c
A;arch/arm/mach-qcom/scm.c
D;arch/arm/mach-msm/scm.h
A;arch/arm/mach-qcom/scm.h
M;arch/arm/mach-realview/core.c
M;arch/arm/mach-realview/core.h
M;arch/arm/mach-realview/include/mach/memory.h
D;arch/arm/mach-realview/include/mach/timex.h
M;arch/arm/mach-realview/realview_eb.c
M;arch/arm/mach-realview/realview_pb1176.c
M;arch/arm/mach-realview/realview_pb11mp.c
M;arch/arm/mach-realview/realview_pba8.c
M;arch/arm/mach-realview/realview_pbx.c
A;arch/arm/mach-rockchip/core.h
A;arch/arm/mach-rockchip/platsmp.c
M;arch/arm/mach-rockchip/rockchip.c
M;arch/arm/mach-rpc/dma.c
M;arch/arm/mach-rpc/include/mach/memory.h
D;arch/arm/mach-rpc/include/mach/timex.h
M;arch/arm/mach-rpc/time.c
D;arch/arm/mach-s3c24xx/clock-dclk.c
D;arch/arm/mach-s3c24xx/clock-s3c2410.c
D;arch/arm/mach-s3c24xx/clock-s3c2412.c
D;arch/arm/mach-s3c24xx/clock-s3c2416.c
D;arch/arm/mach-s3c24xx/clock-s3c2440.c
D;arch/arm/mach-s3c24xx/clock-s3c2443.c
D;arch/arm/mach-s3c24xx/clock-s3c244x.c
D;arch/arm/mach-s3c24xx/common-s3c2443.c
M;arch/arm/mach-s3c24xx/common-smdk.c
M;arch/arm/mach-s3c24xx/common.c
M;arch/arm/mach-s3c24xx/common.h
M;arch/arm/mach-s3c24xx/cpufreq-utils.c
M;arch/arm/mach-s3c24xx/dma-s3c2410.c
M;arch/arm/mach-s3c24xx/dma-s3c2412.c
M;arch/arm/mach-s3c24xx/dma-s3c2440.c
M;arch/arm/mach-s3c24xx/dma-s3c2443.c
M;arch/arm/mach-s3c24xx/dma.c
M;arch/arm/mach-s3c24xx/h1940-bluetooth.c
A;arch/arm/mach-s3c24xx/include/mach/gpio-samsung.h
D;arch/arm/mach-s3c24xx/include/mach/gpio.h
M;arch/arm/mach-s3c24xx/include/mach/hardware.h
M;arch/arm/mach-s3c24xx/include/mach/regs-clock.h
M;arch/arm/mach-s3c24xx/include/mach/regs-gpio.h
M;arch/arm/mach-s3c24xx/include/mach/regs-s3c2443-clock.h
A;arch/arm/mach-s3c24xx/include/mach/rtc-core.h
D;arch/arm/mach-s3c24xx/include/mach/tick.h
D;arch/arm/mach-s3c24xx/include/mach/timex.h
D;arch/arm/mach-s3c24xx/include/mach/uncompress.h
M;arch/arm/mach-s3c24xx/iotiming-s3c2412.c
M;arch/arm/mach-s3c24xx/mach-amlm5900.c
M;arch/arm/mach-s3c24xx/mach-anubis.c
M;arch/arm/mach-s3c24xx/mach-at2440evb.c
M;arch/arm/mach-s3c24xx/mach-bast.c
M;arch/arm/mach-s3c24xx/mach-gta02.c
M;arch/arm/mach-s3c24xx/mach-h1940.c
M;arch/arm/mach-s3c24xx/mach-jive.c
M;arch/arm/mach-s3c24xx/mach-mini2440.c
M;arch/arm/mach-s3c24xx/mach-n30.c
M;arch/arm/mach-s3c24xx/mach-nexcoder.c
M;arch/arm/mach-s3c24xx/mach-osiris-dvs.c
M;arch/arm/mach-s3c24xx/mach-osiris.c
M;arch/arm/mach-s3c24xx/mach-otom.c
M;arch/arm/mach-s3c24xx/mach-qt2410.c
M;arch/arm/mach-s3c24xx/mach-rx1950.c
M;arch/arm/mach-s3c24xx/mach-rx3715.c
M;arch/arm/mach-s3c24xx/mach-s3c2416-dt.c
M;arch/arm/mach-s3c24xx/mach-smdk2410.c
M;arch/arm/mach-s3c24xx/mach-smdk2413.c
M;arch/arm/mach-s3c24xx/mach-smdk2416.c
